,level_upper,Название технического места
9627,11-ENC-UOS1-BOS1-PUMP,Насосы
9628,11-ZIF-ZIF4-GMO4-UOSH-TA19-KIPA,Оборудование КИПиА
9629,11-ZIF-Z123-GMO3-PW03-TRNS,Трансформаторы
9630,11-RUD-CGTR-SETT-UDOT-OS02,Автогрейдер №20
9631,11-ZIF-Z123-UOIZ-SHSU,Щиты станции управления(ЩСУ)
9632,73-BOD-TRUC-TR91,Тягач седельный №О782ВА138
9633,11-RUD-CGTR-SEBT-CD12,Самосвал карьерный №712
9634,11-RUD-CGTR-SETT-UDOT,Участок дорожно-отвальный СЭТТ
9635,11-ZIF-ZIF4-GMO4-UINC-TA07-VALV,Запорно-регулирующая арматура
9636,05-SGE-CTVS-UTVS-UEXP-SKOS-RVKP-TANK,Оборудование емкостное
9637,72-OMK-TRUC-LF04,Погрузчик телескопический №49ММ7367
9638,71-TRA-AVTR-AVT2-TR05,Самосвал №А126ЕР124
9639,11-ZIF-ZIF4-UPRG-TA05-KIPA,Оборудование КИПиА
9640,11-ZIF-Z123-ORP2-UIKR-SI03,Грохот вибрационный №22-1
9641,03-PAL-VENT,Вентиляторы
9642,05-SGE-CSPS-UPST-PW63-DISD,Устройства распределительные
9643,11-PAL-HEAT,Оборудование отопления и кондиционир-я
9644,11-ZIF-ZIF4-GMO4-UOSH-TA13-VALV,Запорно-регулирующая арматура
9645,11-ZIF-Z123-ORP1-UDRB-PUMP,Насосы
9646,11-ZIF-Z123-GMO1-UREG-TA16,Колонна регенерации №117
9647,11-ZIF-Z123-GMO3-UDEL-TA16-EAPP,Аппараты электрические
9648,05-SGE-CTVS-UKTL-KSTZ-CS03,Здание КПП ст.ЗИФ
9649,11-ICC-LOMS,Лаборатория обогащения мин.сырья
9650,71-TRA-AVTR-AVT2-TR0J,Прицеп-самосвальный №МР542024
9651,05-ZIF-4GTS-STOV-CS01,Здание НС обор. воды ЗИФ
9652,11-ZIF-Z123-OBOK-BIO1-TA11-KIPA,Оборудование КИПиА
9653,03-KON-PBLZ-TN03,Тягач-буксировщик №2813
9654,05-SGE-CTVS-UTVS-UEXP-PL43-NS43-KIPA,Оборудование КИПиА
9655,71-TRA-AVTR-AVTP-TRV4,Автомобиль пассажирский №х171ре124
9656,05-SGE-CSPS-UPST-PW66-DISD,Устройства распределительные
9657,05-KAR-UOGR-TN02,Машина поливооросительная №1
9658,11-ZIF-ZIF4-CNST,Сооружения
9659,05-KAR-UTTR-K701,Самосвал карьерный №1
9660,11-ZIF-Z123-OBOK-BIO4-KOMP,Оборудование компрессорное
9661,14-OZH-SGSM,Склад ГСМ
9662,71-TRA-AVTR-AVT2-TR3S,Самосвал №С358ЕВ124
9663,72-OMK-TRUC-TR79,Автомобиль пассажирский №В778КВ49
9664,05-ZIF-2ORP-2OGR-SI10,Грохот вибр. I.751.8
9665,11-ZIF-Z123-OBOK-BIO4-KIPA,Оборудование КИПиА
9666,11-ZIF-Z123-ORP2-USGN-PU21-KIPA,Оборудование КИПиА
9667,11-CSP-UPSG-CNST,Сооружения
9668,05-ZIF-2ORP-1OIZ-CN05-SC01,Железоуловитель I.009.1
9669,11-ZIF-Z123-GMO3-USRB-TA03,Чан контактный №170-3
9670,11-ZIF-Z123-OBOK-BIO1-TA16,Реактор биоокисления №106-3-4
9671,11-ZIF-Z123-OBOK,ОБОК
9672,11-ZIF-Z123-UOIZ-BLDN,Здания производственные и бытовые
9673,05-KAR-UOGR-W202-SHLD,"Шкафы, щиты, панели"
9674,11-RUD-CBVZ-LP07,Станок буровой №75
9675,11-AGT-COMP,Средства АГиТО
9676,05-SGE-CSPS-UPST-PW05,КТП-86 БНС Ручей Зимний
9677,72-OMK-SKLA-SGSM,ПП Омчак. Склад ГСМ
9678,11-ZIF-Z123-GMO1-USRB-TA25,Колонна сорбции №103/2-8
9679,72-OMK-TRUC-TR04,Автомобиль грузовой-бортовой №А061АН49
9680,71-TRA-AVTR-AVT1-TR01,Автобус вахтовый №А030ВМ124
9681,11-ZIF-ZIF4-GMO4-UVVD-KO02,Компрессор ц/б №170-2
9682,11-ZIF-ZIF4-ORP4-UFLT-TA07,Чан контактный 62-2
9683,11-ZIF-ZIF4-ORP4-UFLT-TA08,Зумпф №64
9684,11-ZIF-ZIF4-ORP4-UIZK-GUTT,Короба и желоба
9685,05-ZIF-2ORP-2OGR-MQ28-KIPA,Оборудование КИПиА
9686,11-ZIF-Z123-ORP3-PU04-KIPA,Оборудование КИПиА
9687,11-RUD-CGTR-SEBT-CC10,Самосвал карьерный №410
9688,11-ZIF-ZIF4-GMO4-UDKU-TA01,Емкость для угля №269-1
9689,05-ZIF-1RDK-ML01,Дробилка конусная №1.001
9690,05-SGE-CSPS-UPST-PW85-DD01,Яч.РУ-10кВ КТП-9 ТИ-45/44 Кот.№1 НЗИФ
9691,05-KAR-UOGR-P801,Экскаватор гидравл. №1
9692,11-ZIF-ZIF4-GMO4-UOSH-SC01,Пробоотборник №142-5
9693,11-ZIF-Z123-GMO3-USRB-PI20,Пульподелитель 2-х струйный №252-2
9694,11-ENC-TEC2-CTOW,Градирни
9695,11-ZIF-Z123-ORP1-UIKR-PU25,Насос центробежный
9696,11-ZIF-Z123-ORP1-UDRB-ASUT,АСУТП
9697,73-VER-TRUC-TR72,Автобус вахтовый №Р773СХ
9698,11-RUD-VOST-ENSL-VENT,Вентиляторы
9699,03-ZIF-0GMO-INTC-TANK,Оборудование емкостное
9700,73-VER-TRUC-TR24,Автомобиль маслостанция №О330ХУ
9701,11-ZIF-Z123-ORP2-UKDR-CN07-KIPA,Оборудование КИПиА
9702,11-ZIF-ZIF4-ORP4-VENT,Вентиляторы
9703,05-SGE-CSPS-UPST-PW39-DISD,Устройства распределительные
9704,05-ZIF-3GMU-1OSC-3US1-TA13-KIPA,Оборудование КИПиА
9705,11-ZIF-Z123-GMO1-OPBI-UPMS-HEAT,Оборудование отопления
9706,71-TRA-AVTR-AVT3-TR26,Тягач седельный №В525ОС
9707,71-TRA-AVTR-AVT1-TR44,Автомобиль бортовой №Н920МХ124
9708,74-CPS-RKGS-LINE,Сети силовые
9709,71-TRA-AVTR-AVT2-TR0O,Прицеп-самосвальный №МР5425
9710,11-OZH-OZVP-BL14,Здание Общежитие №2 (88 м.кв)
9711,11-ZIF-ZIF4-GMO4-ASKT-DI03,Дозатор метабисульфит на поз.138-1
9712,11-ZIF-ZIF4-GMO4-UDKU-TA04-KIPA,Оборудование КИПиА
9713,11-ZIF-ZIF4-ORP4-PW04-EAPP,Аппараты электрические
9714,03-CTT-K150,Самосвалы Komatsu HD1500-8
9715,11-ZIF-Z123-GMO2-UREG-TA60-KIPA,Оборудование КИПиА
9716,71-TRA-AVTR-AVTP-TR2B,Автобус вахтовый №Х101НС124
9717,72-OMK-TRUC-TR9S,Автобус специальный УЗСТ А138АМ
9718,11-ZIF-ZIF4-ORP4-UPRR-TA08,Чан контактный №115-2
9719,03-ZIF-BL04-KIPA,Оборудование КИПиА
9720,11-RUD-CGTR-SEBT-CF11,Самосвал карьерный №146
9721,11-RUD-CGTR-SEBT-CC84,Самосвал карьерный №536
9722,11-ZIF-ZIF4-GMO4-UOSH-TA13,Чан контактный №151
9723,11-ZIF-Z123-UOIZ-OV04,Печь шахтная известеобжиговая №6-1
9724,72-OMK-TRUC-TR83,Тягач седельный №В829ЕУ49
9725,05-ZIF-5UPR-TA11,Емк. растворная с МПУ I.252
9726,11-ZIF-Z123-OBOK-BIO2-TA19-KIPA,Оборудование КИПиА
9727,11-ZIF-ZIF4-ORP4-UIZK-SHLD,"Шкафы, щиты, панели"
9728,71-TRA-AVTR-AVT1-TR41,Машина комбинированная №Н912МХ124
9729,05-ZIF-BL02,Пункт тепловой №1
9730,11-ZIF-Z123-GMO3-UOBZ-TA08-KIPA,Оборудование КИПиА
9731,05-ZIF-2ORP-2OGR-PU06,Насос ц/б I.048.2
9732,71-PPE-SKLA-REGE-SHLD,"Шкафы, щиты, панели"
9733,11-ZIF-Z123-UPVC-UCEN-PU27-SHLD,"Шкафы, щиты, панели"
9734,11-ZIF-Z123-GMO3-UOBZ-TA04-KIPA,Оборудование КИПиА
9735,11-RUD-UOSS-UOSB-BLDN,Здания производственные и бытовые
9736,05-SGE-CTVS-UTVS-UEXP-OSVK-KNS2-KIPA,Оборудование КИПиА
9737,11-ZIF-Z123-OBOK-UPZG-PU08,Насос центробежный №85-1
9738,03-ZIF-ORPO-UPFL-TANK,Оборудование емкостное
9739,03-ZIF-ORPO-UIZR-CONV,Оборудование транспортно-конвейерное
9740,71-TRA-AVTR-AVT2-TR1T,Прицеп-самосвальный №МС2997
9741,11-POZ-BLDN,Здания производственные и бытовые
9742,11-ZIF-Z123-ORP1-UIKR-PU14,Насос центробежный №73-2
9743,71-TRA-AVTR-AVT3-TR1R,Полуприцеп №МС3043
9744,11-RUD-CGTR-SETT-UDST-OS04,Снегоуборщик №3812
9745,03-ZIF-ORPO-UPFL-TA06,Ёмкость расходная поз.620-4
9746,71-TRA-AVTR-AVT1-TR45,Автомобиль специальный №Н922МХ124
9747,72-OMK-TRUC-TR42,Автобус №В507РВ49
9748,11-ENC-VODZ-DOSR-STNS-DISD,Устройства распределительные
9749,11-ZIF-Z123-STKM-UKM1-KO11-KIPA,Оборудование КИПиА
9750,11-ZIF-Z123-ORP1-UIKR-SC02-KIPA,Оборудование КИПиА
9751,11-ZIF-ZIF4-ORP4-UFLT-PI03-VALV,Запорно-регулирующая арматура
9752,11-ZIF-Z123-UOSO-PU19,Насос центробежный №169-5
9753,11-ZIF-Z123-PLAV-OV04,Печь обжига №23-3
9754,05-ZIF-5UPR-TA08,Емк. растворная с МПУ I.242
9755,11-ZIF-Z123-ORP2-UKDR-TANK,Оборудование емкостное
9756,11-ZIF-ZIF4-GMO4-STKL-PUMP,Насосы
9757,11-RUD-UOSS-UOSB,Участок осушения к.Благодатный
9758,11-RUD-CGTR-SEBT-CD06,Самосвал карьерный №706
9759,71-TRA-AVTR-AVT3-TR7H,Тягач седельный №Х051НС124
9760,05-SGE-CTVS-UKTL-U928-HEAT,Оборудование отопления и кондиционир-я
9761,11-ZIF-Z123-ORP2-UFLT-MQ10-KIPA,Оборудование КИПиА
9762,11-ZIF-Z123-ORP1-UIKR-PU10,Насос центробежный №54-2
9763,05-ZIF-4GTS-BRNS-PUMP,Насосы
9764,11-ZIF-ZIF4-ORP4-PW02-DISD,Устройства распределительные
9765,11-ZIF-Z123-GMO2-USR2-TA09,Колонна
9766,11-ZIF-Z123-OBOK-OFZF-TANK,Оборудование емкостное
9767,03-ZIF-0GMO-UOBS-SPEC,Оборудование специального назначения
9768,11-ZIF-Z123-GMO3-UOBZ-TA10-KIPA,Оборудование КИПиА
9769,11-ZIF-Z123-UPPR-HEAT,Оборудование отопления и кондиционир-я
9770,05-SGE-CTVS-UTVS-UEXP-OSVK-KNS3-KIPA,Оборудование КИПиА
9771,11-ZIF-ZIF4-GMO4-USOC-PU22,Насос центробежный №131-7
9772,11-ZIF-Z123-OBOK-BIO4-TA11-KIPA,Оборудование КИПиА
9773,11-ZIF-Z123-UOSO-TA08-KIPA,Оборудование КИПиА
9774,11-RUD-CGTR-SETT-UCTT-BZ56,Бульдозер гусеничный №49
9775,71-LES-TRUC-TR16,Полуприцеп №МА026324
9776,11-ZIF-Z123-GMO3-USRB-TANK,Оборудование емкостное
9777,11-ZIF-Z123-UPPR-KPRK-TA04,Чан контактный №304-2
9778,05-SGE-CSPS-UPST-PW09-DISD,Устройства распределительные
9779,11-ZIF-Z123-STKM-UKM1-KMP1-SHLD,"Шкафы, щиты, панели"
9780,73-VER-TRUC-TR14,Автомобиль грузопассажирский №А778ВТ138
9781,05-ZIF-5UPR-PU20,Насос химический I.245.1
9782,11-ZIF-Z123-ORP2-UKDR-CN02,Конвейер ленточный №1-13
9783,05-ZIF-2ORP-2OGR-MQ11,Концентратор гравитац. I.046.2
9784,72-OMK-TRUC-TR88,Автолаборатория №В931НА49
9785,05-SGE-CTVS-KZIF-KTL1-HEEX,Теплообменники
9786,05-SGE-CTVS-KZIF-KTL1-CN02-KIPA,Оборудование КИПиА
9787,11-ZIF-Z123-GMO2-UREG-TA30-KIPA,Оборудование КИПиА
9788,05-ZIF-3GMU-1OSC-2UIK-ML02,Мельница шаровая I.808
9789,12-TRC-TR03,Автобус №В978ОК124
9790,71-NAZ-SKLA-SGSM-PIPE,Трубопроводы
9791,05-ZIF-3GMU-1OSC-5USK-PUMP,Насосы
9792,71-TRA-AVTR-AVTP-TR91,Автомобиль грузовой №Р027ЕТ124
9793,71-TRA-AVTR-AVT1-TR74,Автомобиль специальный №С594МН
9794,11-ZIF-ZIF4-GMO4-UOSH-TA19-VALV,Запорно-регулирующая арматура
9795,11-ZIF-ZIF4-ORP4-UGRT-MQ05-ASUT,АСУТП
9796,11-ZIF-Z123-OBOK-UPZG-PIPE,Трубопроводы
9797,11-ENC-VODZ-DOSR-WL06,Здание насосной станции скважины №8
9798,05-ZIF-4GTS-STOV-PU07,Насос ц/б I.312
9799,71-TRA-AVTR-AVT2-TR4B,Топливозаправщик №С536МН
9800,05-ZIF-3GMU-1OSC-5UOB-TA01-KIPA,Оборудование КИПиА
9801,05-SGE-CSPS-UPST-PW05-DISD,Устройства распределительные
9802,05-ZIF-3GMU-1OSC-3US1-LIFT,Оборудование грузоподъемное
9803,71-TRA-AVTR-AVT2-TR0K,Прицеп №МР542124
9804,11-ZIF-Z123-UPPR-KIIZ,Корпус измельчения известняка КИИ
9805,03-ZIF-HHOZ-FU02-VENT,Вентиляторы
9806,03-ZIF-ORPO-UFLT,Участок флотации
9807,11-ZIF-ZIF4-GMO4-UDKU-OV01-KIPA,Оборудование КИПиА
9808,11-ZIF-Z123-ORP3-UIKR-PU25-KIPA,Оборудование КИПиА
9809,71-TRA-AVTR-AVT2-TR5B,Самосвал №Т892ХУ24
9810,71-TRA-AVTR-AVT2-TR69,Автотопливозаправщик №К271УХ24
9811,11-ZIF-Z123-GMO3-PU11,Насос песковый вертикальный №251-1
9812,11-MGO-CRGT-RGTT-BLDN,Здания производственные и бытовые
9813,05-PAL-BL03-SELC,Силовая электроника
9814,11-RUD-CGTR-SEBT-KE03,Самосвал карьерный №603
9815,11-RUD-CGTR-SEBT-CD51,Самосвал карьерный №752
9816,71-TRA-AVTR-AVT3-TR3R,Автомобиль грузовой №Н871ММ
9817,05-SGE-CTVS-KZIF-KTL1-CS03-VENT,Вентиляторы
9818,71-TRA-AVTR-AVTP-TR7A,Автомобиль грузопассажирский №Х184НС124
9819,05-SGE-CTVS-UTVS-UEXP-KNSE-KNVK,Сети канализационные ВКПО
9820,14-OZH-SGSM-CS01,Склад ГСМ
9821,11-ZIF-Z123-UPVC-UTOB-URMB-ASUT,АСУТП
9822,11-ZIF-ZIF4-GMO4-UOPL-PU01-KIPA,Оборудование КИПиА
9823,72-OMK-TRUC-TR2I,Автомобиль грузовой-бортовой №А278АН49
9824,71-TRA-AVTR-AVT3-TR6D,Автоцистерна №С472МН
9825,11-ZIF-Z123-ORP3-UIKR-CN02-KIPA,Оборудование КИПиА
9826,71-TRA-AVTR-AVT2-TR55,Самосвал №Е354АК124
9827,05-KAR-DSTU-RK02,Каток дорожный №3
9828,03-ZIF-0GMO-KO10,Кислородная станция ЗИФ
9829,11-ZIF-Z123-GMO3-UOBZ-TA06,Чан контактный №211-5
9830,71-PPE-TEHS-AVRM-TANK,Оборудование емкостное
9831,11-RUD-CGTR-SETT-UCTT-LF23,Погрузчик фронтальный №40
9832,72-OMK-TRUC-TR8J,Автомобиль бортовой 68901-32 №У385СА124
9833,73-VER-TRUC-TR08,Автомобиль пассажирский №Х174ВМ138
9834,11-ZIF-Z123-GMO2-UREG-TA21,Сборник №214
9835,11-ZIF-Z123-GMO2-UREG-TA18-KIPA,Оборудование КИПиА
9836,11-ZIF-ZIF4-ORP4-UIZK-HCCL,Гидроциклоны
9837,11-RUD-CGTR-SEBT-BE03,Самосвал карьерный №22
9838,05-ZIF-4GTS-STFL-KIPA,Оборудование КИПиА
9839,11-ZIF-Z123-ORP3-UFLT-PU22,Насос центробежный №55-2
9840,05-ZIF-5UPR-HT08,Кондиционер пром. П1
9841,71-LES-SKLA-SGSM-PIPE,Трубопроводы
9842,11-OZH-OZVP-BL11-HEAT,Оборудование отопления и кондиционир-я
9843,05-ZIF-2ORP-1OIZ-HC01-HC06-KIPA,Оборудование КИПиА
9844,03-CTT-KM06,Самосвал №1626
9845,05-SGE-CTVS-UTVS-UEXP-SKOS,Станция комплексной очистки СКО
9846,11-RUD-CGTR-SETT-UCTT-EX12,Экскаватор гидравлический №605
9847,11-ZIF-ZIF4-GMO4-UDKU-OVEN,Печи
9848,11-ZIF-Z123-GMO2-USR2-TA37,Колонна сорбции №157-4/4
9849,11-RSC-CIVS-MACH,Оборудование станочное
9850,11-ZIF-Z123-ORP3-UFLT-SC01,Пробоотборник №39-2
9851,11-ZIF-Z123-GMO1-UREG-PU19,Насос центробежный №167
9852,11-ZIF-ZIF4-GMO4-USOC-TA20-KIPA,Оборудование КИПиА
9853,72-OMK-TRUC-TR11,Автомобиль грузовой-бортовой №А248АН49
9854,11-ZIF-Z123-GMO2-USR1-TA09-KIPA,Оборудование КИПиА
9855,11-ZIF-ZIF4-GMO4-STKL-CW01-KIPA,Оборудование КИПиА
9856,11-ZIF-Z123-UOIZ,Участок обжига извести УЗИФ
9857,11-ZIF-Z123-ORP3-UFLT-TA07-KIPA,Оборудование КИПиА
9858,03-ZIF-ORPO-GROH-SI03,Грохот вибрационный поз.20-3
9859,11-ZIF-Z123-GMO3-USRB,Участок сорбции ГМО-3
9860,11-ZIF-ZIF4-GMO4-UINC-TA09-VALV,Запорно-регулирующая арматура
9861,03-KON-0PST-TRAN,Автотранспорт
9862,14-UCS-TANK,Оборудование емкостное
9863,11-ENC-TEC1-TNC2-PUMP,Насосы
9864,11-RUD-CGTR-SEBT-CC21,Самосвал карьерный №422
9865,11-MGO-CRGT-RGBV-SELC,Силовая электроника
9866,11-ZIF-Z123-OBOK-BIO4-PU07-KIPA,Оборудование КИПиА
9867,05-ZIF-2ORP-2OGR-MQ39-KIPA,Оборудование КИПиА
9868,11-ZIF-Z123-ORP3-UFLT-TA06-KIPA,Оборудование КИПиА
9869,11-ZIF-Z123-GMO1-UREG-TA09-KIPA,Оборудование КИПиА
9870,71-TRA-AVTR-AVT2-TR4A,Топливозаправщик №С533МН
9871,11-ICC-LAMI-PUMP,Насосы
9872,11-ZIF-Z123-ORP1-UFLT-TANK,Оборудование емкостное
9873,05-ASF-PI01,Трубопровод канализ. Сети канал. АСФ
9874,11-ZIF-Z123-GMO3-PU18,Насос песковый вертикальный №251-2
9875,71-TRA-AVTR-AVT3-TR2P,Полуприцеп №МУ263124
9876,72-OMK-TRUC-TR05,Автомобиль пассажир(спец) №А122АЕ49
9877,72-OMK-TRUC-TR52,Автолаборатория №В521РВ49
9878,72-OMK-TRUC-TR1T,Автобус №У981НР124
9879,05-SGE-CTVS-UTVS-UEXP-PL43-SELC,Силовая электроника
9880,11-ZIF-ZIF4-ORP4-UGRT-PI03-VALV,Запорно-регулирующая арматура поз.36-3
9881,11-ZIF-Z123-GMO1-UREG-TA42,Чан контактный №164
9882,03-POS-BL24,Прачечная на 630 кг (ПР)
9883,11-RUD-CGTR-SEBT-CC48,Самосвал карьерный №449
9884,11-ZIF-Z123-GMO1-USRB-TA24-KIPA,Оборудование КИПиА
9885,71-TRA-AVTR-AVT1-TR78,Автобетоносмеситель №С973ХВ24
9886,71-TRA-AVTR-AVTP-TR5H,Автомобиль пассажирский В309ОТ124
9887,11-RUD-CGTR-SETT-UDST-BZ05,Бульдозер колесный №17
9888,11-ZIF-Z123-ORP1-PWCO,Подстанции трансформаторные
9889,05-SGE-CSPS-UPST-PW93-DISD,Устройства распределительные
9890,11-ZIF-Z123-UOSO-PU24-KIPA,Оборудование КИПиА
9891,03-ZIF-ORPO-UIZR-GUTT,Короба и желоба
9892,11-RUD-CGTR-SEBT-CC60,Самосвал карьерный №511
9893,11-ZIF-Z123-ORP1-UFLT-TA05-KIPA,Оборудование КИПиА
