,Название ЕО,ЕО,ТекстПланаПредупрТОРО,Название ВРТ,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,НовДатаНачала,ПланДатаНачала_month,НовДатаНачала_month,статус переноса,planned_in_jan_and_remaining_in_jan,planned_in_jan_moved_to_somewhere,planned_in_jan_moved_to_feb,planned_in_jan_moved_to_mar,planned_in_jan_moved_to_apr,planned_in_jan_moved_to_may,planned_in_jan_moved_to_jun,planned_in_jan_moved_to_jul,planned_in_jan_moved_to_aug,planned_in_jan_moved_to_sep,planned_in_jan_moved_to_oct,planned_in_jan_moved_to_nov,planned_in_jan_moved_to_dec,eo_description,teh_mesto,mvz,eo_class_code,eo_class_description,eo_main_code,eo_main_description,eo_main_class_code,eo_main_class_description,teh_mesto_description,level_upper,code,level_1,level_1_code,level_2_code,level_2_path,level_3_code,level_5,level_6,level_7,level_8,level_1_description,Unnamed: 0,Название технического места
1630,ЭД асинх 5АИ132S4,100000009360,(ТО) 5АИ132S4,Техническое обслуживание,APP1,1100359154,(ТО) 5АИ132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-22,2022-10-12,12,10,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх 5АИ132S4,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_01,Двигатели асинхронные,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1631,ЭД пост тока ДЭ-818,100000009712,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359165,(ТО) ДЭ-818 К 023,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-22,2022-12-22,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока ДЭ-818,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1632,ЭД асинх АИРМ132S4E3,100000009361,(ТО) АИРМ132S4,Техническое обслуживание,APP1,1100359331,(ТО) АИРМ132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-22,2022-10-12,12,10,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИРМ132S4E3,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_01,Двигатели асинхронные,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1633,ЭД пост тока ДЭВ-814,100000009349,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359181,(ТО) ДЭВ-814,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-22,2022-12-22,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока ДЭВ-814,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1634,ЭД асинх АИРМ132S4E3,100000009710,(ТО) АИРМ132S4,Техническое обслуживание,APP1,1100359323,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-22,2022-12-02,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИРМ132S4E3,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_01,Двигатели асинхронные,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1635,ЭД асинх АИРМ132S4E3,100000009359,(ТО) АИРМ132S4E3,Техническое обслуживание,APP1,1100359296,(ТО) АИРМ132S4E3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-22,2022-10-12,12,10,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИРМ132S4E3,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_01,Двигатели асинхронные,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1636,Экскаватор электрический ЭКГ-10 №1207,100000009136,Экскаватор ЭКГ-10 №1207 МТЧ,Техническое обслуживание 1,APP1,1100354809,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-22,2022-12-22,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор электрический ЭКГ-10 №1207,03-RUD-EKSK-OOBR-EX02,1212011220.0,E03_02,Экскаваторы электрические,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1637,ЭД асинх АИР100S4,100000009719,(ТО) АИР100S4У2,Техническое обслуживание,APP1,1100359401,(ТО) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-23,2022-12-23,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР100S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1638,Самосвал карьерный HD785-7 №1613,100000008670,Самосвал HD785-7 №1613 МТЧ,Техническое обслуживание 2,APP1,1100359769,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-23,2022-12-23,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1613,03-CTT-KD05,1213011220.0,E01_01,Самосвалы карьерные,100000008670,Самосвал карьерный HD785-7 №1613,E01_01,Самосвалы карьерные,Самосвал №1613,03-CTT-K787,first03-CTT-KD05,first03,03,CTT,03-CTT,KD05,-,KD05,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
1639,ЭД асинх АИР100S4,100000009370,(ТО) АИР100S4У2,Техническое обслуживание,APP1,1100359405,(ТО) АИР100S4У2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-23,2022-10-23,12,10,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР100S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1640,ЭД пост тока ДЭ-812,100000009711,(ТО) ДЭ-812,Техническое обслуживание,APP1,1100359384,(ТО) ДЭ-812,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-23,2022-12-23,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока ДЭ-812,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1641,Самосвал карьерный HD785-7 №1613,100000008670,ТР Самосвал HD785-7 №1613,Текущий ремонт,APP1,1100381688,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-23,2022-12-23,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1613,03-CTT-KD05,1213011220.0,E01_01,Самосвалы карьерные,100000008670,Самосвал карьерный HD785-7 №1613,E01_01,Самосвалы карьерные,Самосвал №1613,03-CTT-K787,first03-CTT-KD05,first03,03,CTT,03-CTT,KD05,-,KD05,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
1642,Самосвал карьерный БЕЛАЗ-7547 №2442,100000068228,(ТО) БелАЗ 7451 СЛ №2,Техническое обслуживание 1,APP1,1100368869,(ТО1) БелАЗ 7451 СЛ №2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-23,2022-12-23,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2442,03-KON-OBSL-OB03,1245112123.0,E01_01,Самосвалы карьерные,100000068228,Самосвал карьерный БЕЛАЗ-7547 №2442,E01_01,Самосвалы карьерные,БелАЗ-7547 №2442,03-KON-OBSL-PBEL,first03-KON-OBSL-OB03,first03,03,KON,03-KON,OBSL,-,OBSL,OB03,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
1643,Экскаватор электрический WK-20 №1220,100000007087,Экскаватор WK-20 МТЧ,Техническое обслуживание 1,APP1,1100354115,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-23,2022-12-23,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор электрический WK-20 №1220,03-RUD-EKSK-OOBR-EX04,1212011520.0,E03_02,Экскаваторы электрические,100000007087,Экскаватор электрический WK-20 №1220,E03_02,Экскаваторы электрич,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1644,ЭД асинх АИР132S4,100000009598,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359701,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-24,2022-10-24,12,10,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР132S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1645,ЭД асинх АИР80S4,100000009709,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359311,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-24,2022-11-24,12,11,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР80S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1646,ЭД асинх АИР132S4,100000009713,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359709,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-24,2022-11-24,12,11,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР132S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1647,ЭД асинх АИР132S4,100000009714,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359699,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-24,2022-12-24,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР132S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1648,Самосвал карьерный 785C №1620,100000008674,ТР Самосвал 785C №1620,Текущий ремонт,APP1,1100381242,ТР Самосвал 785C №1620,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-12-24,2022-12-24,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный 785C №1620,03-CTT-CC02,1213011420.0,E01_01,Самосвалы карьерные,100000008674,Самосвал карьерный 785C №1620,E01_01,Самосвалы карьерные,Самосвал №1620,03-CTT-C785,first03-CTT-CC02,first03,03,CTT,03-CTT,CC02,-,CC02,no_data,no_data,Полюс Вернинское,7640,Самосвалы CAT 785C
1649,Самосвал карьерный 785C №1620,100000008674,Самосвал 785C №1620,Техническое обслуживание 1,APP1,1100358741,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-24,2022-12-24,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный 785C №1620,03-CTT-CC02,1213011420.0,E01_01,Самосвалы карьерные,100000008674,Самосвал карьерный 785C №1620,E01_01,Самосвалы карьерные,Самосвал №1620,03-CTT-C785,first03-CTT-CC02,first03,03,CTT,03-CTT,CC02,-,CC02,no_data,no_data,Полюс Вернинское,7640,Самосвалы CAT 785C
1650,Самосвал карьерный БЕЛАЗ-7547 №2446,100000068232,ТО БелАЗ 7451 СЛ №6,Техническое обслуживание 3,APP1,1100368833,ТО-3 БелАЗ 7451 СЛ №6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-24,2022-12-24,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2446,03-KON-OBSL-OB07,1245112123.0,E01_01,Самосвалы карьерные,100000068232,Самосвал карьерный БЕЛАЗ-7547 №2446,E01_01,Самосвалы карьерные,БелАЗ-7547 №2446,03-KON-OBSL-PBEL,first03-KON-OBSL-OB07,first03,03,KON,03-KON,OBSL,-,OBSL,OB07,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
1651,ЭД асинх АИР80S4,100000009717,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359723,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-24,2022-12-24,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР80S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1652,ЭД асинх АИР132S4,100000009597,(ТО) АИР132S4,Техническое обслуживание,APP1,1100359497,(ТО) АИР132S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-24,2022-10-24,12,10,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР132S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
1653,ЭД асинх АИР80S4,100000009718,(ТО) АИР80S4,Техническое обслуживание,APP1,1100359727,(ТО) АИР80S4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-12-24,2022-12-24,12,12,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИР80S4,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_01,Двигатели асинхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
